"Accession","X.10lgP","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","PTM","Description","ProteinID","Accession.Number","Accession.New","MouseGeneName"
"Q9CXI5|MANF_MOUSE",168.61,8,2,3,3,4,7,"Carbamidomethylation","Mesencephalic astrocyte-derived neurotrophic factor OS=Mus musculus GN=Manf PE=1 SV=1","Q9CXI5","MANF_MOUSE","MANF_MOUSE","Manf"
"Q99LF4|RTCB_MOUSE",168.49,6,3,3,2,2,2,"Carbamidomethylation; Oxidation (M)","tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1","Q99LF4","RTCB_MOUSE","RTCB_MOUSE","Rtcb"
"Q6NWW9|FND3B_MOUSE",168.43,6,2,2,5,1,0,"Carbamidomethylation","Fibronectin type III domain-containing protein 3B OS=Mus musculus GN=Fndc3b PE=1 SV=1","Q6NWW9","FND3B_MOUSE","FND3B_MOUSE","Fndc3b"
"Q9Z1R2|BAG6_MOUSE",168.33,4,2,2,2,2,2,"Carbamidomethylation","Large proline-rich protein BAG6 OS=Mus musculus GN=Bag6 PE=1 SV=1","Q9Z1R2","BAG6_MOUSE","BAG6_MOUSE","Bag6"
"Q60598|SRC8_MOUSE",168.19,4,2,2,2,0,3,"","Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=2","Q60598","SRC8_MOUSE","SRC8_MOUSE","Cttn"
"P00493|HPRT_MOUSE",167.85,5,2,2,2,1,2,"Carbamidomethylation","Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus GN=Hprt1 PE=1 SV=3","P00493","HPRT_MOUSE","HPRT_MOUSE","Hprt1"
"Q9Z0J0|NPC2_MOUSE",167.84,5,4,4,4,2,4,"Carbamidomethylation","Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=1 SV=1","Q9Z0J0","NPC2_MOUSE","NPC2_MOUSE","Npc2"
"Q60960|IMA5_MOUSE",167.83,4,4,0,2,0,0,"Carbamidomethylation","Importin subunit alpha-5 OS=Mus musculus GN=Kpna1 PE=1 SV=2","Q60960","IMA5_MOUSE","IMA5_MOUSE","Kpna1"
"P97370|AT1B3_MOUSE",167.67,4,2,3,0,1,3,"Carbamidomethylation","Sodium/potassium-transporting ATPase subunit beta-3 OS=Mus musculus GN=Atp1b3 PE=1 SV=1","P97370","AT1B3_MOUSE","AT1B3_MOUSE","Atp1b3"
"Q3UGC7|EI3JA_MOUSE",167.61,6,2,4,2,3,2,"","Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus GN=Eif3j1 PE=2 SV=1","Q3UGC7","EI3JA_MOUSE","EI3JA_MOUSE","Eif3j1"
"Q66JS6|EI3JB_MOUSE",167.61,6,2,4,2,3,2,"","Eukaryotic translation initiation factor 3 subunit J-B OS=Mus musculus GN=Eif3j2 PE=1 SV=1","Q66JS6","EI3JB_MOUSE","EI3JB_MOUSE","Eif3j2"
"Q9DAW9|CNN3_MOUSE",167.45,5,2,0,1,1,3,"Carbamidomethylation","Calponin-3 OS=Mus musculus GN=Cnn3 PE=1 SV=1","Q9DAW9","CNN3_MOUSE","CNN3_MOUSE","Cnn3"
"P62301|RS13_MOUSE",167.43,10,6,4,7,3,6,"","40S ribosomal protein S13 OS=Mus musculus GN=Rps13 PE=1 SV=2","P62301","RS13_MOUSE","RS13_MOUSE","Rps13"
"Q91YW3|DNJC3_MOUSE",167.17,4,2,3,2,2,1,"Carbamidomethylation","DnaJ homolog subfamily C member 3 OS=Mus musculus GN=Dnajc3 PE=1 SV=1","Q91YW3","DNJC3_MOUSE","DNJC3_MOUSE","Dnajc3"
"O55111|DSG2_MOUSE",167.12,5,2,2,3,1,0,"Carbamidomethylation; Deamidation (NQ)","Desmoglein-2 OS=Mus musculus GN=Dsg2 PE=1 SV=3","O55111","DSG2_MOUSE","DSG2_MOUSE","Dsg2"
"P14901|HMOX1_MOUSE",167.05,4,3,4,2,2,3,"","Heme oxygenase 1 OS=Mus musculus GN=Hmox1 PE=1 SV=1","P14901","HMOX1_MOUSE","HMOX1_MOUSE","Hmox1"
"P62838|UB2D2_MOUSE",167.05,3,5,4,2,3,4,"Carbamidomethylation; Deamidation (NQ)","Ubiquitin-conjugating enzyme E2 D2 OS=Mus musculus GN=Ube2d2 PE=1 SV=1","P62838","UB2D2_MOUSE","UB2D2_MOUSE","Ube2d2"
"P61079|UB2D3_MOUSE",167.05,3,5,4,2,3,4,"Carbamidomethylation; Deamidation (NQ)","Ubiquitin-conjugating enzyme E2 D3 OS=Mus musculus GN=Ube2d3 PE=1 SV=1","P61079","UB2D3_MOUSE","UB2D3_MOUSE","Ube2d3"
"P11352|GPX1_MOUSE",167.01,6,1,3,1,4,5,"Carbamidomethylation","Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2","P11352","GPX1_MOUSE","GPX1_MOUSE","Gpx1"
"P67984|RL22_MOUSE",166.65,4,3,2,4,2,1,"Carbamidomethylation","60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=1 SV=2","P67984","RL22_MOUSE","RL22_MOUSE","Rpl22"
"P62918|RL8_MOUSE",166.29,6,6,5,0,2,3,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=1 SV=2","P62918","RL8_MOUSE","RL8_MOUSE","Rpl8"
"P17918|PCNA_MOUSE",166.22,3,3,2,3,1,4,"Carbamidomethylation; Deamidation (NQ)","Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=2","P17918","PCNA_MOUSE","PCNA_MOUSE","Pcna"
"P61087|UBE2K_MOUSE",166.21,5,3,2,2,3,3,"Carbamidomethylation","Ubiquitin-conjugating enzyme E2 K OS=Mus musculus GN=Ube2k PE=1 SV=3","P61087","UBE2K_MOUSE","UBE2K_MOUSE","Ube2k"
"Q8BSY0|ASPH_MOUSE",166.08,3,1,2,0,1,2,"","Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=1 SV=1","Q8BSY0","ASPH_MOUSE","ASPH_MOUSE","Asph"
"P24668|MPRD_MOUSE",165.87,3,3,1,4,0,1,"Carbamidomethylation; Deamidation (NQ)","Cation-dependent mannose-6-phosphate receptor OS=Mus musculus GN=M6pr PE=1 SV=1","P24668","MPRD_MOUSE","MPRD_MOUSE","M6pr"
"P62315|SMD1_MOUSE",165.73,5,4,5,4,5,6,"","Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=1 SV=1","P62315","SMD1_MOUSE","SMD1_MOUSE","Snrpd1"
"Q5SF07|IF2B2_MOUSE",165.65,4,4,1,2,1,0,"Carbamidomethylation","Insulin-like growth factor 2 mRNA-binding protein 2 OS=Mus musculus GN=Igf2bp2 PE=1 SV=1","Q5SF07","IF2B2_MOUSE","IF2B2_MOUSE","Igf2bp2"
"Q91YR1|TWF1_MOUSE",165.6,4,4,3,3,1,3,"Carbamidomethylation; Deamidation (NQ)","Twinfilin-1 OS=Mus musculus GN=Twf1 PE=1 SV=2","Q91YR1","TWF1_MOUSE","TWF1_MOUSE","Twf1"
"P16460|ASSY_MOUSE",165.46,4,4,2,2,0,1,"Carbamidomethylation","Argininosuccinate synthase OS=Mus musculus GN=Ass1 PE=1 SV=1","P16460","ASSY_MOUSE","ASSY_MOUSE","Ass1"
"Q6ZWX6|IF2A_MOUSE",165.44,5,0,2,2,1,1,"Carbamidomethylation","Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus GN=Eif2s1 PE=1 SV=3","Q6ZWX6","IF2A_MOUSE","IF2A_MOUSE","Eif2s1"
"Q9D892|ITPA_MOUSE",165.39,5,4,2,0,2,2,"Carbamidomethylation","Inosine triphosphate pyrophosphatase OS=Mus musculus GN=Itpa PE=1 SV=2","Q9D892","ITPA_MOUSE","ITPA_MOUSE","Itpa"
"P83940|ELOC_MOUSE",165.21,3,2,1,2,0,3,"Carbamidomethylation","Elongin-C OS=Mus musculus GN=Eloc PE=1 SV=1","P83940","ELOC_MOUSE","ELOC_MOUSE","Eloc"
"P58774|TPM2_MOUSE",164.97,4,7,9,3,8,7,"","Tropomyosin beta chain OS=Mus musculus GN=Tpm2 PE=1 SV=1","P58774","TPM2_MOUSE","TPM2_MOUSE","Tpm2"
"Q9DCL9|PUR6_MOUSE",164.72,5,4,2,0,2,0,"Carbamidomethylation","Multifunctional protein ADE2 OS=Mus musculus GN=Paics PE=1 SV=4","Q9DCL9","PUR6_MOUSE","PUR6_MOUSE","Paics"
"P47713|PA24A_MOUSE",164.71,5,2,1,1,4,3,"","Cytosolic phospholipase A2 OS=Mus musculus GN=Pla2g4a PE=1 SV=1","P47713","PA24A_MOUSE","PA24A_MOUSE","Pla2g4a"
"Q9QXK3|COPG2_MOUSE",164.41,2,5,3,2,2,2,"Carbamidomethylation","Coatomer subunit gamma-2 OS=Mus musculus GN=Copg2 PE=1 SV=1","Q9QXK3","COPG2_MOUSE","COPG2_MOUSE","Copg2"
"P62897|CYC_MOUSE",164.36,4,4,2,3,4,4,"","Cytochrome c  somatic OS=Mus musculus GN=Cycs PE=1 SV=2","P62897","CYC_MOUSE","CYC_MOUSE","Cycs"
"Q91WJ8|FUBP1_MOUSE",163.96,4,2,0,2,3,2,"Carbamidomethylation; Deamidation (NQ)","Far upstream element-binding protein 1 OS=Mus musculus GN=Fubp1 PE=1 SV=1","Q91WJ8","FUBP1_MOUSE","FUBP1_MOUSE","Fubp1"
"Q9QYA2|TOM40_MOUSE",163.91,4,2,1,2,1,0,"Carbamidomethylation; Deamidation (NQ)","Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus GN=Tomm40 PE=1 SV=3","Q9QYA2","TOM40_MOUSE","TOM40_MOUSE","Tomm40"
"O08997|ATOX1_MOUSE",163.84,3,3,3,0,1,3,"Carbamidomethylation","Copper transport protein ATOX1 OS=Mus musculus GN=Atox1 PE=1 SV=1","O08997","ATOX1_MOUSE","ATOX1_MOUSE","Atox1"
"Q9CS42|PRPS2_MOUSE",163.79,2,1,1,1,1,3,"Carbamidomethylation","Ribose-phosphate pyrophosphokinase 2 OS=Mus musculus GN=Prps2 PE=1 SV=4","Q9CS42","PRPS2_MOUSE","PRPS2_MOUSE","Prps2"
"Q62448|IF4G2_MOUSE",163.53,6,2,3,4,3,2,"Carbamidomethylation","Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=1 SV=2","Q62448","IF4G2_MOUSE","IF4G2_MOUSE","Eif4g2"
"P19783|COX41_MOUSE",163.46,4,4,5,3,4,4,"","Cytochrome c oxidase subunit 4 isoform 1  mitochondrial OS=Mus musculus GN=Cox4i1 PE=1 SV=2","P19783","COX41_MOUSE","COX41_MOUSE","Cox4i1"
"O35682|MYADM_MOUSE",163.26,4,1,3,3,2,3,"Carbamidomethylation","Myeloid-associated differentiation marker OS=Mus musculus GN=Myadm PE=1 SV=2","O35682","MYADM_MOUSE","MYADM_MOUSE","Myadm"
"Q9CQN6|TM14C_MOUSE",163.1,4,3,2,0,4,2,"","Transmembrane protein 14C OS=Mus musculus GN=Tmem14c PE=1 SV=1","Q9CQN6","TM14C_MOUSE","TM14C_MOUSE","Tmem14c"
"Q00PI9|HNRL2_MOUSE",162.88,7,3,2,2,1,2,"Carbamidomethylation","Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus GN=Hnrnpul2 PE=1 SV=2","Q00PI9","HNRL2_MOUSE","HNRL2_MOUSE","Hnrnpul2"
"P81117|NUCB2_MOUSE",162.76,7,4,4,0,1,3,"","Nucleobindin-2 OS=Mus musculus GN=Nucb2 PE=1 SV=2","P81117","NUCB2_MOUSE","NUCB2_MOUSE","Nucb2"
"Q71LX4|TLN2_MOUSE",162.75,3,5,3,3,3,2,"Carbamidomethylation; Deamidation (NQ)","Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=3","Q71LX4","TLN2_MOUSE","TLN2_MOUSE","Tln2"
"Q8BRF7|SCFD1_MOUSE",162.61,4,3,1,0,1,2,"Carbamidomethylation","Sec1 family domain-containing protein 1 OS=Mus musculus GN=Scfd1 PE=1 SV=1","Q8BRF7","SCFD1_MOUSE","SCFD1_MOUSE","Scfd1"
"O35381|AN32A_MOUSE",162.5,4,5,3,5,4,5,"Carbamidomethylation","Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus GN=Anp32a PE=1 SV=1","O35381","AN32A_MOUSE","AN32A_MOUSE","Anp32a"
"Q6P069|SORCN_MOUSE",162.45,5,5,2,2,4,4,"Carbamidomethylation; Deamidation (NQ)","Sorcin OS=Mus musculus GN=Sri PE=1 SV=1","Q6P069","SORCN_MOUSE","SORCN_MOUSE","Sri"
"P60867|RS20_MOUSE",162.27,5,4,2,4,4,2,"","40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1","P60867","RS20_MOUSE","RS20_MOUSE","Rps20"
"P36536|SAR1A_MOUSE",162.17,3,5,4,1,3,2,"Carbamidomethylation; Deamidation (NQ)","GTP-binding protein SAR1a OS=Mus musculus GN=Sar1a PE=1 SV=1","P36536","SAR1A_MOUSE","SAR1A_MOUSE","Sar1a"
"Q62422|OSTF1_MOUSE",162.16,4,2,2,2,0,4,"Deamidation (NQ)","Osteoclast-stimulating factor 1 OS=Mus musculus GN=Ostf1 PE=1 SV=2","Q62422","OSTF1_MOUSE","OSTF1_MOUSE","Ostf1"
"Q64674|SPEE_MOUSE",162,7,3,5,1,2,3,"Carbamidomethylation","Spermidine synthase OS=Mus musculus GN=Srm PE=1 SV=1","Q64674","SPEE_MOUSE","SPEE_MOUSE","Srm"
"O70318|E41L2_MOUSE",161.98,4,0,2,0,1,2,"Carbamidomethylation","Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2","O70318","E41L2_MOUSE","E41L2_MOUSE","Epb41l2"
"Q9WUU7|CATZ_MOUSE",161.82,3,3,0,3,3,4,"Carbamidomethylation","Cathepsin Z OS=Mus musculus GN=Ctsz PE=1 SV=1","Q9WUU7","CATZ_MOUSE","CATZ_MOUSE","Ctsz"
"O70503|DHB12_MOUSE",161.56,4,3,3,3,2,2,"Carbamidomethylation","Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus GN=Hsd17b12 PE=1 SV=1","O70503","DHB12_MOUSE","DHB12_MOUSE","Hsd17b12"
"Q3UMY5|EMAL4_MOUSE",161.55,6,2,3,1,2,4,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","Echinoderm microtubule-associated protein-like 4 OS=Mus musculus GN=Eml4 PE=1 SV=1","Q3UMY5","EMAL4_MOUSE","EMAL4_MOUSE","Eml4"
"Q91YR9|PTGR1_MOUSE",161.44,5,4,1,0,0,1,"Carbamidomethylation; Deamidation (NQ)","Prostaglandin reductase 1 OS=Mus musculus GN=Ptgr1 PE=1 SV=2","Q91YR9","PTGR1_MOUSE","PTGR1_MOUSE","Ptgr1"
"Q8BHC4|DCAKD_MOUSE",161.42,6,2,0,3,3,1,"Carbamidomethylation","Dephospho-CoA kinase domain-containing protein OS=Mus musculus GN=Dcakd PE=1 SV=1","Q8BHC4","DCAKD_MOUSE","DCAKD_MOUSE","Dcakd"
"Q922Y1|UBXN1_MOUSE",161.4,5,3,3,1,1,0,"Oxidation (M)","UBX domain-containing protein 1 OS=Mus musculus GN=Ubxn1 PE=1 SV=1","Q922Y1","UBXN1_MOUSE","UBXN1_MOUSE","Ubxn1"
"Q91VR2|ATPG_MOUSE",161.37,6,5,3,5,2,6,"Carbamidomethylation","ATP synthase subunit gamma  mitochondrial OS=Mus musculus GN=Atp5c1 PE=1 SV=1","Q91VR2","ATPG_MOUSE","ATPG_MOUSE","Atp5c1"
"Q9R111|GUAD_MOUSE",161.24,3,3,1,2,3,1,"Carbamidomethylation","Guanine deaminase OS=Mus musculus GN=Gda PE=1 SV=1","Q9R111","GUAD_MOUSE","GUAD_MOUSE","Gda"
"O08788|DCTN1_MOUSE",161.07,7,5,1,2,2,4,"Carbamidomethylation; Deamidation (NQ)","Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=3","O08788","DCTN1_MOUSE","DCTN1_MOUSE","Dctn1"
"Q9ET54|PALLD_MOUSE",160.3,4,3,2,2,2,2,"Carbamidomethylation","Palladin OS=Mus musculus GN=Palld PE=1 SV=2","Q9ET54","PALLD_MOUSE","PALLD_MOUSE","Palld"
"P61358|RL27_MOUSE",160.02,5,2,4,3,1,1,"","60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=1 SV=2","P61358","RL27_MOUSE","RL27_MOUSE","Rpl27"
"P61027|RAB10_MOUSE",159.87,4,3,2,5,3,4,"","Ras-related protein Rab-10 OS=Mus musculus GN=Rab10 PE=1 SV=1","P61027","RAB10_MOUSE","RAB10_MOUSE","Rab10"
"P62320|SMD3_MOUSE",159.82,3,2,1,3,3,2,"Carbamidomethylation","Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus GN=Snrpd3 PE=1 SV=1","P62320","SMD3_MOUSE","SMD3_MOUSE","Snrpd3"
"Q9JJI8|RL38_MOUSE",159.77,7,5,3,5,7,4,"","60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=1 SV=3","Q9JJI8","RL38_MOUSE","RL38_MOUSE","Rpl38"
"P70460|VASP_MOUSE",159.61,5,2,3,2,2,4,"Carbamidomethylation","Vasodilator-stimulated phosphoprotein OS=Mus musculus GN=Vasp PE=1 SV=4","P70460","VASP_MOUSE","VASP_MOUSE","Vasp"
"P84096|RHOG_MOUSE",159.49,5,1,2,1,5,2,"Carbamidomethylation","Rho-related GTP-binding protein RhoG OS=Mus musculus GN=Rhog PE=1 SV=1","P84096","RHOG_MOUSE","RHOG_MOUSE","Rhog"
"P62996|TRA2B_MOUSE",159.35,3,2,2,1,1,0,"Carbamidomethylation","Transformer-2 protein homolog beta OS=Mus musculus GN=Tra2b PE=1 SV=1","P62996","TRA2B_MOUSE","TRA2B_MOUSE","Tra2b"
"Q9CYZ2|TPD54_MOUSE",159.23,4,2,1,2,3,2,"","Tumor protein D54 OS=Mus musculus GN=Tpd52l2 PE=1 SV=1","Q9CYZ2","TPD54_MOUSE","TPD54_MOUSE","Tpd52l2"
"Q64010|CRK_MOUSE",159.21,4,2,2,1,0,2,"","Adapter molecule crk OS=Mus musculus GN=Crk PE=1 SV=1","Q64010","CRK_MOUSE","CRK_MOUSE","Crk"
"Q80X50|UBP2L_MOUSE",158.89,6,2,1,1,3,3,"Carbamidomethylation","Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1","Q80X50","UBP2L_MOUSE","UBP2L_MOUSE","Ubap2l"
"P97447|FHL1_MOUSE",158.83,4,3,1,0,0,0,"Carbamidomethylation","Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=3","P97447","FHL1_MOUSE","FHL1_MOUSE","Fhl1"
"Q9QZD9|EIF3I_MOUSE",158.72,4,1,2,2,0,1,"Carbamidomethylation; Deamidation (NQ)","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus GN=Eif3i PE=1 SV=1","Q9QZD9","EIF3I_MOUSE","EIF3I_MOUSE","Eif3i"
"P62889|RL30_MOUSE",158.42,5,2,4,5,3,5,"Carbamidomethylation; Deamidation (NQ)","60S ribosomal protein L30 OS=Mus musculus GN=Rpl30 PE=1 SV=2","P62889","RL30_MOUSE","RL30_MOUSE","Rpl30"
"Q61335|BAP31_MOUSE",158.39,4,2,4,1,1,4,"Oxidation (M); Deamidation (NQ)","B-cell receptor-associated protein 31 OS=Mus musculus GN=Bcap31 PE=1 SV=4","Q61335","BAP31_MOUSE","BAP31_MOUSE","Bcap31"
"P45376|ALDR_MOUSE",158.18,4,5,3,2,5,5,"Carbamidomethylation","Aldose reductase OS=Mus musculus GN=Akr1b1 PE=1 SV=3","P45376","ALDR_MOUSE","ALDR_MOUSE","Akr1b1"
"Q62393|TPD52_MOUSE",158.18,4,0,4,0,1,1,"","Tumor protein D52 OS=Mus musculus GN=Tpd52 PE=1 SV=2","Q62393","TPD52_MOUSE","TPD52_MOUSE","Tpd52"
"Q9CQ65|MTAP_MOUSE",158,3,2,2,1,0,1,"Carbamidomethylation","S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus GN=Mtap PE=1 SV=1","Q9CQ65","MTAP_MOUSE","MTAP_MOUSE","Mtap"
"Q99MN1|SYK_MOUSE",157.82,6,3,1,3,4,2,"Carbamidomethylation; Deamidation (NQ)","Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1","Q99MN1","SYK_MOUSE","SYK_MOUSE","Kars"
"O88322|NID2_MOUSE",157.77,3,2,1,2,3,2,"Carbamidomethylation","Nidogen-2 OS=Mus musculus GN=Nid2 PE=1 SV=2","O88322","NID2_MOUSE","NID2_MOUSE","Nid2"
"Q9JMH9|MY18A_MOUSE",157.64,3,1,2,1,2,1,"Carbamidomethylation","Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=2","Q9JMH9","MY18A_MOUSE","MY18A_MOUSE","Myo18a"
"Q9DBC7|KAP0_MOUSE",157.5,8,4,0,5,1,3,"Carbamidomethylation","cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus GN=Prkar1a PE=1 SV=3","Q9DBC7","KAP0_MOUSE","KAP0_MOUSE","Prkar1a"
"P35282|RAB21_MOUSE",157.23,5,2,2,3,2,2,"Carbamidomethylation","Ras-related protein Rab-21 OS=Mus musculus GN=Rab21 PE=1 SV=4","P35282","RAB21_MOUSE","RAB21_MOUSE","Rab21"
"Q9WTX5|SKP1_MOUSE",157.2,4,5,3,2,1,0,"","S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3","Q9WTX5","SKP1_MOUSE","SKP1_MOUSE","Skp1"
"P35550|FBRL_MOUSE",157.04,4,4,2,2,1,1,"","rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus GN=Fbl PE=1 SV=2","P35550","FBRL_MOUSE","FBRL_MOUSE","Fbl"
"P31938|MP2K1_MOUSE",156.94,4,4,1,5,1,2,"Carbamidomethylation; Deamidation (NQ)","Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus GN=Map2k1 PE=1 SV=2","P31938","MP2K1_MOUSE","MP2K1_MOUSE","Map2k1"
"Q9JLV9|PR2C5_MOUSE",156.94,2,3,3,2,2,1,"Deamidation (NQ)","Prolactin-2C5 OS=Mus musculus GN=Prl2c5 PE=1 SV=1","Q9JLV9","PR2C5_MOUSE","PR2C5_MOUSE","Prl2c5"
"Q9DBL1|ACDSB_MOUSE",156.85,4,2,2,1,2,4,"Carbamidomethylation; Deamidation (NQ)","Short/branched chain specific acyl-CoA dehydrogenase  mitochondrial OS=Mus musculus GN=Acadsb PE=1 SV=1","Q9DBL1","ACDSB_MOUSE","ACDSB_MOUSE","Acadsb"
"Q60737|CSK21_MOUSE",156.82,4,2,0,2,0,1,"","Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2","Q60737","CSK21_MOUSE","CSK21_MOUSE","Csnk2a1"
"P62855|RS26_MOUSE",156.56,4,2,2,2,0,2,"Carbamidomethylation; Oxidation (M)","40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=1 SV=3","P62855","RS26_MOUSE","RS26_MOUSE","Rps26"
"Q99L43|CDS2_MOUSE",156.3,5,1,1,2,3,1,"","Phosphatidate cytidylyltransferase 2 OS=Mus musculus GN=Cds2 PE=1 SV=1","Q99L43","CDS2_MOUSE","CDS2_MOUSE","Cds2"
"P22892|AP1G1_MOUSE",156.25,5,2,0,4,4,2,"","AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE=1 SV=3","P22892","AP1G1_MOUSE","AP1G1_MOUSE","Ap1g1"
"O70310|NMT1_MOUSE",155.81,4,3,2,1,2,1,"Deamidation (NQ)","Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus GN=Nmt1 PE=1 SV=1","O70310","NMT1_MOUSE","NMT1_MOUSE","Nmt1"
"O54831|PR7A2_MOUSE",155.81,3,2,1,1,0,0,"Carbamidomethylation","Prolactin-7A2 OS=Mus musculus GN=Prl7a2 PE=2 SV=1","O54831","PR7A2_MOUSE","PR7A2_MOUSE","Prl7a2"
"Q9WTP6|KAD2_MOUSE",155.75,3,6,3,3,3,1,"Carbamidomethylation; Deamidation (NQ)","Adenylate kinase 2  mitochondrial OS=Mus musculus GN=Ak2 PE=1 SV=5","Q9WTP6","KAD2_MOUSE","KAD2_MOUSE","Ak2"
"Q9Z0W3|NU160_MOUSE",155.37,4,4,0,4,1,2,"Deamidation (NQ)","Nuclear pore complex protein Nup160 OS=Mus musculus GN=Nup160 PE=1 SV=2","Q9Z0W3","NU160_MOUSE","NU160_MOUSE","Nup160"
"Q9D6R2|IDH3A_MOUSE",154.97,5,4,2,2,2,1,"Carbamidomethylation","Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1","Q9D6R2","IDH3A_MOUSE","IDH3A_MOUSE","Idh3a"
"P46061|RAGP1_MOUSE",154.93,4,4,1,2,1,1,"Carbamidomethylation","Ran GTPase-activating protein 1 OS=Mus musculus GN=Rangap1 PE=1 SV=2","P46061","RAGP1_MOUSE","RAGP1_MOUSE","Rangap1"
"P70670|NACAM_MOUSE",154.86,3,4,3,4,2,2,"","Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=2","P70670","NACAM_MOUSE","NACAM_MOUSE","Naca"
"Q60817|NACA_MOUSE",154.86,3,4,3,4,2,2,"","Nascent polypeptide-associated complex subunit alpha OS=Mus musculus GN=Naca PE=1 SV=1","Q60817","NACA_MOUSE","NACA_MOUSE","Naca"
"Q9DBR7|MYPT1_MOUSE",154.78,3,2,3,1,2,3,"","Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2","Q9DBR7","MYPT1_MOUSE","MYPT1_MOUSE","Ppp1r12a"
"P63280|UBC9_MOUSE",154.33,7,1,2,0,6,3,"Carbamidomethylation","SUMO-conjugating enzyme UBC9 OS=Mus musculus GN=Ube2i PE=1 SV=1","P63280","UBC9_MOUSE","UBC9_MOUSE","Ube2i"
"O35459|ECH1_MOUSE",154.15,3,1,2,1,2,1,"Carbamidomethylation; Deamidation (NQ)","Delta(3 5)-Delta(2 4)-dienoyl-CoA isomerase  mitochondrial OS=Mus musculus GN=Ech1 PE=1 SV=1","O35459","ECH1_MOUSE","ECH1_MOUSE","Ech1"
"Q9D0R2|SYTC_MOUSE",154.11,6,3,4,1,1,1,"Carbamidomethylation","Threonine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2","Q9D0R2","SYTC_MOUSE","SYTC_MOUSE","Tars"
"P53810|PIPNA_MOUSE",153.9,5,2,0,4,3,4,"Deamidation (NQ)","Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus GN=Pitpna PE=1 SV=2","P53810","PIPNA_MOUSE","PIPNA_MOUSE","Pitpna"
"P70195|PSB7_MOUSE",153.72,4,4,4,2,2,3,"Carbamidomethylation; Deamidation (NQ)","Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1","P70195","PSB7_MOUSE","PSB7_MOUSE","Psmb7"
"Q9D880|TIM50_MOUSE",153.61,4,2,2,0,2,2,"","Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus GN=Timm50 PE=1 SV=1","Q9D880","TIM50_MOUSE","TIM50_MOUSE","Timm50"
