"MouseGeneName","HumanGeneName"
"Spns1","SPNS1"
"Mtmr10","MTMR10"
"Lhx6","LHX6"
"C1ql3","C1QL3"
"Rgs6","RGS6"
"Minar2","MINAR2"
"Trav8-1","TRAV17"
"Tmem135","TMEM135"
"Clec2l","CLEC2L"
"Nprl2","NPRL2"
"Stac","STAC"
"Mtm1","MTM1"
"Tafa2","TAFA2"
"Ctla4","CTLA4"
"Impad1","IMPAD1"
"Ndufv1","NDUFV1"
"Lsm4","LSM4"
"Rec114","REC114"
"Morn1","MORN1"
"Atxn7l2","ATXN7L2"
"Slc25a36","SLC25A36"
"Col6a6","COL6A6"
"Prr15","PRR15"
"Gpr26","GPR26"
"Olfml3","OLFML3"
"Glt8d1","GLT8D1"
"Rassf6","RASSF6"
"Gm10153","KRTAP29-1"
"Ache","ACHE"
"Cd55b","CD55"
"Ypel4","YPEL4"
"Gm6619","LPA"
"Myo6","MYO6"
"Sult6b1","SULT6B1"
"Calhm3","CALHM3"
"Syt6","SYT6"
"Slc38a8","SLC38A8"
"Comp","COMP"
"Pmp22","PMP22"
"Hormad2","HORMAD2"
"Rer1","RER1"
"Cby3","CBY3"
"Col9a2","COL9A2"
"Akna","AKNA"
"Dusp9","DUSP9"
"Ptprj","PTPRJ"
"Fam170a","FAM170A"
"Nhsl2","NHSL2"
"Tspan33","TSPAN33"
"Tmem81","TMEM81"
"Gjc2","GJC2"
"Clec14a","CLEC14A"
"Bex6","BEX4"
"Olfr172","OR5K1"
"Olfr172","OR5K2"
"Asb8","ASB8"
"Gemin5","GEMIN5"
"Slfn4","SLFN12"
"Olfml2b","OLFML2B"
"Gpr152","GPR152"
"Irgq","IRGQ"
"Lss","LSS"
"Tfap4","TFAP4"
"Tbce","TBCE"
"Ccl11","CCL11"
"Zfp629","ZNF629"
"Myo9a","MYO9A"
"Olfr330","OR2T4"
"Olfr330","OR2T5"
"Olfr330","OR2T29"
"Ssbp4","SSBP4"
"Swi5","SWI5"
"Zic4","ZIC4"
"Gal3st2b","GAL3ST2"
"Serpinb1b","SERPINB1"
"Aspdh","ASPDH"
"Tubb2a","TUBB2A"
"Ins1","INS"
"P2ry4","P2RY4"
"Olfr1303","OR4F3"
"Mlc1","MLC1"
"Cfap65","CFAP65"
"Flna","FLNA"
"Evl","EVL"
"Ephx3","EPHX3"
"Nsmce1","NSMCE1"
"Hist1h4n","H4C6"
"Gm45015","PNMA6F"
"Gm45015","PNMA6E"
"Chmp2a","CHMP2A"
"Angel2","ANGEL2"
"Pgam2","PGAM2"
"Olfr808","OR6C65"
"Slc9a6","SLC9A6"
"Selenbp1","SELENBP1"
"Ankrd13a","ANKRD13A"
"Tas2r137","TAS2R3"
"Trim17","TRIM17"
"Dctn4","DCTN4"
"Smim23","SMIM23"
"Pik3cg","PIK3CG"
"Lrig2","LRIG2"
"E130308A19Rik","KIAA1958"
"Brox","BROX"
"Spef1","SPEF1"
"Paqr3","PAQR3"
"Rxrg","RXRG"
"Gcc1","GCC1"
"Slc22a23","SLC22A23"
"Klk1b26","KLK1"
"Klk1b26","KLK3"
"Klk1b26","KLK2"
"Vwa8","VWA8"
"Kbtbd2","KBTBD2"
"Efcab6","EFCAB6"
"Pelo","PELO"
"Cdk12","CDK12"
"C1rl","C1RL"
"Avpr2","AVPR2"
"Dnajc24","DNAJC24"
"Lrrc10b","LRRC10B"
"Gm15922","LILRA6"
"Gm15922","LILRB3"
"Gm15922","LILRB5"
"Gm15922","LILRB2"
"Gm15922","LILRA4"
"Gm15922","LILRA5"
"Gm15922","LILRA2"
"Gm15922","LILRA1"
"Gm15922","LILRB1"
"Gm15922","LILRB4"
"Rbm27","AC091959.3"
"Rbm27","RBM27"
"Has1","HAS1"
"Asf1a","ASF1A"
"Zfp523","ZNF76"
"Itga4","ITGA4"
"Gphn","GPHN"
"Lin54","LIN54"
"H4c9","H4C6"
"Mcm4","MCM4"
"Dcaf10","DCAF10"
"Pnkd","PNKD"
"Mgp","MGP"
"Col5a1","COL5A1"
"Cfap58","CFAP58"
"1700019N19Rik","C10orf82"
"Ormdl3","ORMDL3"
"Il13ra1","IL13RA1"
"Tdrd5","TDRD5"
"Six3","SIX3"
"Acy3","ACY3"
"Tpr","TPR"
"Tigd4","TIGD4"
"Tgoln1","TGOLN2"
"Efna4","EFNA4"
"Erp27","ERP27"
"Robo4","ROBO4"
"Hsd17b11","HSD17B11"
"Vps8","VPS8"
"Cox6b2","COX6B2"
"Sec14l4","SEC14L4"
"Wdr17","WDR17"
"Sult1c1","SULT1C3"
"Efcab12","EFCAB12"
"Fbxw9","FBXW9"
"Cdcp1","CDCP1"
"Ctdspl2","CTDSPL2"
"Clec4b2","CLEC4C"
"Them5","THEM5"
"Crb1","CRB1"
"Il18r1","IL18R1"
"Psma4","PSMA4"
"Dab2ip","DAB2IP"
"Upf2","UPF2"
"Doc2b","DOC2B"
"Primpol","PRIMPOL"
"Trpt1","TRPT1"
"Dok6","DOK6"
"Il13","IL13"
"Smim3","SMIM3"
"Olfr695","OR2AG2"
"Olfr695","OR2AG1"
"Nkx2-5","NKX2-5"
"Nat1","NAT1"
"Nat1","NAT2"
"Ccdc190","CCDC190"
"Gtf2a1l","GTF2A1L"
"Pnma3","PNMA3"
"Cept1","CEPT1"
"Atp4a","ATP4A"
"Rpp30","RPP30"
"Trav13n-4","TRAV22"
"Nup62","NUP62"
"Gm38999","C19orf84"
"Tada3","TADA3"
"Cables1","CABLES1"
"Padi2","PADI2"
"Uxs1","UXS1"
"Ghsr","GHSR"
"Zfp36","ZFP36"
"Nxf3","NXF3"
"Mtmr3","MTMR3"
"Inpp5b","INPP5B"
"Khdrbs2","KHDRBS2"
"Acsf2","ACSF2"
"Tpst2","TPST2"
"Fam118b","FAM118B"
"Tfip11","TFIP11"
"Mtif3","MTIF3"
"Fat3","FAT3"
"Cwc27","CWC27"
"Got1l1","GOT1L1"
"Yod1","YOD1"
"Larp4","LARP4"
"Olfr309","OR13G1"
"Hck","HCK"
"Zscan18","ZSCAN18"
"Fpr-rs7","FPR3"
"Fpr-rs7","FPR2"
"Il24","IL24"
"Idh3a","IDH3A"
"Spag1","SPAG1"
"Unkl","UNKL"
"Mex3d","MEX3D"
"Pitpna","PITPNA"
"Ddr1","DDR1"
"Srgap1","SRGAP1"
"Qser1","QSER1"
"Kcna1","KCNA1"
"Olfr201","OR5AC1"
"Fhl3","FHL3"
"Tyw5","TYW5"
"Cldn12","CLDN12"
"Dxo","DXO"
"Adh1","ADH1A"
"Adh1","ADH1C"
"Adh1","ADH1B"
"Adam23","ADAM23"
"4931408C20Rik","SPATA31A1"
"Defa43","DEFA6"
"Defa43","DEFA4"
"Defa43","DEFA1"
"Defa43","DEFA1B"
"Defa43","DEFA3"
"Defa43","DEFA5"
"Zfp386","ZNF775"
"Asb3","ASB3"
"Pm20d1","PM20D1"
"Tmem185a","TMEM185A"
"Rps6kb1","AC005702.1"
"Rps6kb1","RPS6KB1"
"Kank3","KANK3"
"Slamf7","SLAMF7"
"Mrpl17","MRPL17"
"Ldha","LDHA"
"Psmc6","PSMC6"
"Lipm","LIPM"
"Fam217b","FAM217B"
"Cyb561d2","CYB561D2"
"Sel1l2","SEL1L2"
"Aldh1a1","ALDH1A1"
"Limk2","LIMK2"
"Slc43a2","SLC43A2"
"Arhgef6","ARHGEF6"
"Nop10","NOP10"
"Pafah2","PAFAH2"
"Trmt11","TRMT11"
"Klhl20","KLHL20"
"Svil","SVIL"
"Qrich1","QRICH1"
"Plcxd3","PLCXD3"
"Spout1","SPOUT1"
"Hnrnpl","HNRNPL"
"Hnrnpl","AC008982.1"
"Ikbip","IKBIP"
"Klk1","KLK1"
"Klk1","KLK3"
"Klk1","KLK2"
"Rsbn1l","RSBN1L"
"Glcci1","GLCCI1"
"Ighv1-62-1","IGHV1OR15-9"
"Ncaph","NCAPH"
"Cep83","CEP83"
"Park7","PARK7"
"Hbegf","HBEGF"
"Usp47","USP47"
"Smu1","SMU1"
"Tnfrsf9","TNFRSF9"
"Rdh5","RDH5"
"Ppp1r32","PPP1R32"
"Atg13","ATG13"
"Erbb4","ERBB4"
"Mesp2","MESP2"
"Ccnb3","CCNB3"
"Cd80","CD80"
"Pdgfc","PDGFC"
"Bphl","BPHL"
"Slc4a3","SLC4A3"
"Ctxn2","CTXN2"
"Ndst3","NDST3"
"Acbd3","ACBD3"
"Rasl10a","RASL10A"
"Olfr447","OR2A25"
"Slc6a9","SLC6A9"
"Tra2b","TRA2B"
"1700024G13Rik","C10orf53"
"Llgl2","LLGL2"
"Fbxw20","FBXW12"
"Eddm3b","EDDM3A"
"Eddm3b","EDDM3B"
"Ccdc28b","CCDC28B"
"Pou2f1","POU2F1"
"Tfap2b","TFAP2B"
"Mindy4b-ps","MINDY4B"
"Dusp27","DUSP27"
"Gstcd","GSTCD"
"Dtd2","DTD2"
"Gjb4","GJB4"
"Cdh5","CDH5"
"Arhgap40","ARHGAP40"
"Car6","CA6"
"Mtx1","MTX1"
"Zfp574","ZNF574"
"Efl1","EFL1"
"Sec24d","SEC24D"
"Khdc1c","KHDC1"
"Khdc1c","AL365232.1"
"Khdc1c","KHDC1L"
"Pcdhgb4","PCDHGB4"
"Pter","PTER"
"Kdm4d","KDM4D"
"Taf1a","TAF1A"
"Wdr44","WDR44"
"Pkn3","PKN3"
"1700125H20Rik","C17orf64"
"Pdss1","PDSS1"
"Pfkl","PFKL"
"Ranbp2","RANBP2"
"Cog4","COG4"
"Crisp1","CRISP3"
"Ift81","IFT81"
"Tspyl4","TSPYL4"
"Pdcd11","PDCD11"
"Cpped1","CPPED1"
"Diras1","DIRAS1"
"Disp2","DISP2"
"Gm49918","KRTAP4-5"
"Gm49918","KRTAP9-1"
"Gm49918","KRTAP10-6"
"Gm49918","KRTAP10-4"
"Gm49918","KRTAP10-11"
"Tmcc1","TMCC1"
"Eif4g1","EIF4G1"
"Nme8","NME8"
"Psmd3","PSMD3"
"Il5","IL5"
"Atp6v0d2","ATP6V0D2"
"Ostc","OSTC"
"Zic3","ZIC3"
"Scn2a","SCN2A"
"Zfp512b","ZNF512B"
"Mlx","MLX"
"Rbm22","RBM22"
"Btbd6","BTBD6"
"Zer1","ZER1"
"Ighv1-84","IGHV1OR15-9"
"Zfp579","ZNF579"
"Scamp2","SCAMP2"
"Dtwd1","DTWD1"
"S100a13","S100A13"
"Gbp8","GBP6"
"Sipa1l2","SIPA1L2"
"Dis3l","DIS3L"
"3110040N11Rik","C15orf40"
"Myh7","MYH7"
"Hrg","HRG"
"Gm1673","C4orf48"
"Ighv1-78","IGHV1OR15-9"
"Dennd1b","DENND1B"
"Mbnl2","MBNL2"
"Abcc5","ABCC5"
"Cops9","COPS9"
"She","SHE"
"Crip1","AL928654.3"
"Mrvi1","MRVI1"
"Ost4","OST4"
"Selenos","SELENOS"
"Slc6a6","SLC6A6"
"Plscr5","PLSCR5"
"Thoc7","THOC7"
"Impact","IMPACT"
"Sclt1","SCLT1"
"Asna1","GET3"
"Rbmx2","RBMX2"
"Map6","MAP6"
"Adgrd1","ADGRD1"
"Hand1","HAND1"
"Smpx","SMPX"
"Gnal","GNAL"
"Ybey","YBEY"
"Gm11992","C7orf57"
"Ckap5","CKAP5"
"Trav6-7-dv9","TRAV9-2"
"Chil5","CHIA"
"Ntrk3","NTRK3"
"C6","C6"
"Ighv7-1","IGHV3OR15-7"
"Unc45b","UNC45B"
"Impdh1","IMPDH1"
"Klk13","KLK13"
"E2f4","E2F4"
"Bglap","BGLAP"
"Fndc8","FNDC8"
"Crem","CREM"
"Crlf3","CRLF3"
"Krtap10-10","KRTAP4-5"
"Krtap10-10","KRTAP9-1"
"Krtap10-10","KRTAP10-6"
"Krtap10-10","KRTAP10-4"
"Krtap10-10","KRTAP10-11"
"Spata4","SPATA4"
"Cpa3","CPA3"
"Spaca6","SPACA6"
"Ppp1r3d","PPP1R3D"
"Thbs3","THBS3"
"Zik1","ZIK1"
"Smim12","SMIM12"
"Prss45","PRSS45P"
"Trav14n-3","TRAV23DV6"
"Prkcz","PRKCZ"
"Fbxw22","FBXW12"
"Slc5a7","SLC5A7"
"Gpr101","GPR101"
"Asb5","ASB5"
"Rabepk","RABEPK"
"Hsp90ab1","HSP90AB1"
"Grem2","GREM2"
"Crlf1","CRLF1"
"Ighv3-6","AC135068.2"
"Ighv3-6","IGHV4OR15-8"
"Rnase4","RNASE4"
"Dsp","DSP"
"Map3k21","MAP3K21"
"Psmd11","PSMD11"
"Limd1","LIMD1"
"Cox8b","COX8C"
"Tbc1d17","TBC1D17"
"Sox6","SOX6"
"Ticam1","TICAM1"
"Defa29","DEFA6"
"Defa29","DEFA4"
"Defa29","DEFA1"
"Defa29","DEFA1B"
"Defa29","DEFA3"
"Defa29","DEFA5"
"Tktl1","TKTL1"
"Ttll11","TTLL11"
"Cubn","CUBN"
"Tubal3","TUBAL3"
"Gm8765","SPATA31A1"
"Fut8","FUT8"
"Zfp865","ZNF865"
"Rbm17","RBM17"
"Cyp2f2","CYP2F1"
"Cul3","CUL3"
"Olfr299","OR14C36"
"Nrg1","NRG1"
"Hccs","HCCS"
"Smim17","SMIM17"
"Layn","LAYN"
"Snapc4","SNAPC4"
"Lman2l","LMAN2L"
"Cul9","CUL9"
"St6galnac3","ST6GALNAC3"
"Supt5","SUPT5H"
"Kif12","KIF12"
"Ramp1","RAMP1"
"Hgs","HGS"
"Epb41l4a","EPB41L4A"
"Crybb1","CRYBB1"
"Itm2c","ITM2C"
"Pycr2","PYCR2"
"Pycr2","AL117348.2"
"Zfp458","ZNF845"
"Nek4","NEK4"
"Ciao2a","CIAO2A"
"Tmem178b","TMEM178B"
"Ube2i","UBE2I"
"Tns1","TNS1"
"Eif2d","EIF2D"
"Pnpla2","PNPLA2"
"Map4k5","MAP4K5"
"Nr2e3","NR2E3"
"Selenof","SELENOF"
"Maf","MAF"
"Serpina1e","SERPINA1"
"Exo5","EXO5"
"Lpcat4","LPCAT4"
"Hexim2","HEXIM2"
"Chat","CHAT"
"Mdh1b","MDH1B"
"Cript","CRIPT"
"Zfp451","ZNF451"
"Cxcr6","CXCR6"
"Birc6","BIRC6"
"Ccnq","CCNQ"
"Pik3r6","PIK3R6"
"Defa42","DEFA6"
"Defa42","DEFA4"
"Defa42","DEFA1"
"Defa42","DEFA1B"
"Defa42","DEFA3"
"Defa42","DEFA5"
"Neurog1","NEUROG1"
"Coro1b","CORO1B"
"Stc2","STC2"
"Dcdc2b","DCDC2B"
"Pnp","PNP"
"Dnph1","DNPH1"
"Tspan10","TSPAN10"
"Stim2","STIM2"
"Tmem254a","TMEM254"
"Cdc37l1","CDC37L1"
"Scn3b","SCN3B"
"Adprhl2","ADPRS"
"Uts2","UTS2"
"Tmcc3","TMCC3"
"Fam71d","FAM71D"
"Bhlhe23","BHLHE23"
"Krt23","KRT23"
"Emc9","EMC9"
"Panx3","PANX3"
"Hnf4g","HNF4G"
"Cadm3","CADM3"
"Ptpn1","PTPN1"
"Harbi1","HARBI1"
"Rftn1","RFTN1"
"Ralgapa1","RALGAPA1"
"Ighv1-39","IGHV1OR15-9"
"Tceal8","TCEAL8"
"Irf8","IRF8"
"Hcn4","HCN4"
"Selenok","SELENOK"
"Sptbn5","SPTBN5"
"Fbl","FBL"
"Zfp28","ZFP28"
"Fcer1a","FCER1A"
"Ncoa3","NCOA3"
"Mmachc","MMACHC"
"Tmed7","TMED7-TICAM2"
"Tmed7","TMED7"
"Olfr286","OR10AD1"
"Cep350","CEP350"
"Dbndd1","DBNDD1"
"Plcd1","PLCD1"
"Olfr410","OR3A1"
"Vmn1r17","VN1R5"
"Krt19","KRT19"
"Pik3r4","PIK3R4"
"Hikeshi","HIKESHI"
"Il1rap","IL1RAP"
"Nr1h2","NR1H2"
"Ndufa10","NDUFA10"
"Tada1","TADA1"
"Anks3","ANKS3"
"Sco2","SCO2"
"Ccng1","CCNG1"
"Zfp583","ZNF583"
"Vmn1r29","VN1R5"
"Cnot4","CNOT4"
"Olfr1496","OR1S2"
"Olfr1496","OR1S1"
"Oscar","OSCAR"
"Soat1","SOAT1"
"Kyat3","KYAT3"
"Gpr63","GPR63"
"Bahd1","BAHD1"
"Gpatch8","GPATCH8"
"Chtf8","CHTF8"
"Cpa5","CPA5"
"Frk","FRK"
"Mesp1","MESP1"
"Adgre5","ADGRE5"
"Tarm1","TARM1"
"Tmprss9","TMPRSS9"
"Cystm1","CYSTM1"
"Sp1","SP1"
"Trim15","TRIM15"
"Pnp2","PNP"
"Ascl2","ASCL2"
"Prdm1","PRDM1"
"Psme2b","PSME2"
"Ldhc","LDHC"
"Cyb5d2","CYB5D2"
"Zfp182","ZNF182"
"H1f8","H1-8"
"Nudt9","NUDT9"
"Umad1","UMAD1"
"Catip","CATIP"
"Tmem170","TMEM170A"
"Rpusd2","RPUSD2"
"Mtf2","MTF2"
"Slc50a1","SLC50A1"
"4930432K21Rik","C19orf57"
"Tarbp1","TARBP1"
"Lamb3","LAMB3"
"Sh3pxd2a","SH3PXD2A"
"Rnf31","AL136295.5"
"Rnf31","RNF31"
"L1cam","L1CAM"
"Epdr1","EPDR1"
"Emd","EMD"
"Ppp1r2","PPP1R2B"
"Ppp1r2","PPP1R2"
"Tfam","TFAM"
"Rnf13","RNF13"
"Tas2r110","TAS2R14"
"Repin1","REPIN1"
"Gm42791","KATNAL1"
"Cnpy4","CNPY4"
"Agtr1b","AGTR1"
"Nabp2","NABP2"
"Gm5415","SENP2"
"Olfr300-ps1","OR14C36"
"Krtap1-4","KRTAP10-4"
"Krtap1-4","KRTAP10-11"
"Map2","MAP2"
"Slc12a2","SLC12A2"
"Syde1","SYDE1"
"Trib3","TRIB3"
"Ncoa1","NCOA1"
"Pgp","PGP"
"Cpeb3","CPEB3"
"Defa20","DEFA6"
"Defa20","DEFA4"
"Defa20","DEFA1"
"Defa20","DEFA1B"
"Defa20","DEFA3"
"Defa20","DEFA5"
"Gm9048","CDC5L"
"Treh","TREH"
"Smg6","SMG6"
"Tctn1","TCTN1"
"Exosc10","EXOSC10"
"Ell2","ELL2"
"Aebp2","AEBP2"
"Amdhd2","AC093525.1"
"Amdhd2","AMDHD2"
"Rad9b","RAD9B"
"Aasdh","AASDH"
"Ripk4","RIPK4"
"Ppm1j","PPM1J"
"Gorasp2","GORASP2"
"Triml2","TRIML2"
"Serf1","SERF1A"
"Cdyl2","CDYL2"
"Gal","GAL"
"Ccdc106","CCDC106"
"Irak1bp1","IRAK1BP1"
"Prkci","PRKCI"
"Ccdc68","CCDC68"
"Slc25a19","SLC25A19"
"Defa26","DEFA6"
"Defa26","DEFA4"
"Defa26","DEFA1"
"Defa26","DEFA1B"
"Defa26","DEFA3"
"Defa26","DEFA5"
"Snapin","SNAPIN"
"Ighv1-26","IGHV1OR15-9"
"Asphd1","ASPHD1"
"Fam216a","FAM216A"
"Sash3","SASH3"
"Mertk","MERTK"
"Cpt1c","CPT1C"
"Them4","THEM4"
"Rufy3","RUFY3"
"Gsx1","GSX1"
"Tnfsf8","TNFSF8"
"Rimbp2","RIMBP2"
"Olfr145","OR8B8"
"Zup1","ZUP1"
"Nanos3","NANOS3"
"Slc38a11","SLC38A11"
"Wnk3","WNK3"
"Lingo3","LINGO3"
"Atp6v0e","ATP6V0E1"
"Fetub","FETUB"
"Pin4","PIN4"
"Gm20683","RHOT2"
"Mcts1","MCTS1"
"Fanca","FANCA"
"Rps17","RPS17"
"Pstk","PSTK"
"Rnf26","RNF26"
"Trav18","TRAV27"
"1700113H08Rik","C12orf42"
"Olfr809","OR6C76"
"Pde8a","PDE8A"
"Gm11808","UBA52"
"Klk6","KLK6"
"Ap1s2","AP1S2"
"Muc3a","MUC3A"
"Elfn1","ELFN1"
"Nhej1","NHEJ1"
"Pck1","PCK1"
"Gk5","GK5"
"Plbd1","PLBD1"
"Usp33","USP33"
"Gm49380","RNF26"
"Znhit2","ZNHIT2"
"Tmem140","TMEM140"
"Myl2","MYL2"
"Fbxw11","FBXW11"
"Olfr1461","OR5B3"
"Prrg2","PRRG2"
"Ptrhd1","PTRHD1"
"Lrrc8e","LRRC8E"
"Hoxc6","HOXC6"
"Sh2d5","SH2D5"
"Olfr1467","OR5B3"
"Vmn1r7","VN1R5"
"Lmo1","LMO1"
"Frzb","FRZB"
"Ubxn1","UBXN1"
"Acot9","ACOT9"
"Ap1ar","AP1AR"
"Lin9","LIN9"
"Bglap3","BGLAP"
"Crebzf","CREBZF"
"Robo3","ROBO3"
"Cnot9","CNOT9"
"Hyal2","HYAL2"
"Galnt13","GALNT13"
"Pla2g4a","PLA2G4A"
"Nyap1","NYAP1"
"Dusp22","DUSP22"
"Gosr1","GOSR1"
"Ighv1-18","IGHV1OR15-9"
"Taldo1","TALDO1"
"Cwf19l1","CWF19L1"
"Bcl9l","BCL9L"
"Lim2","C19orf84"
"Fbln7","FBLN7"
"Mysm1","MYSM1"
"Pmpca","PMPCA"
"Mfap2","MFAP2"
"Elovl4","ELOVL4"
"Hspa12b","HSPA12B"
"Cd63","CD63"
"Defa31","DEFA6"
"Defa31","DEFA4"
"Defa31","DEFA1"
"Defa31","DEFA1B"
"Defa31","DEFA3"
"Defa31","DEFA5"
"Clrn1","CLRN1"
"Ndufs1","NDUFS1"
"Ppp1r17","PPP1R17"
"Acly","ACLY"
"Ptp4a1","PTP4A1"
"Gimap8","GIMAP8"
"Cnot6l","CNOT6L"
"Chac2","CHAC2"
"Cxcr4","CXCR4"
"Armc7","ARMC7"
"Nlk","NLK"
"Hmgcs1","HMGCS1"
"Chst4","CHST4"
"Fam126b","FAM126B"
"Ikzf3","IKZF3"
"Btnl2","BTNL2"
"Dusp26","DUSP26"
"Nrp2","NRP2"
"Nme5","NME5"
"Eif5a","EIF5A"
"Eif2ak2","EIF2AK2"
"Npffr1","NPFFR1"
"Lrg1","LRG1"
"Olfr398","AC087498.1"
"Ugt1a9","UGT1A10"
"Ugt1a9","UGT1A7"
"Ugt1a9","UGT1A8"
"Ugt1a9","UGT1A9"
"Asf1b","ASF1B"
"P2ry13","P2RY13"
"Txlna","TXLNA"
"Spaca5","SPACA5"
"Olfr1256","OR4A47"
"Iba57","IBA57"
"Gnl3l","GNL3L"
"Ccdc177","CCDC177"
"Ap3d1","AP3D1"
"Gm28372","AL035460.1"
"Prr29","PRR29"
"Pgr","PGR"
"Ankrd27","ANKRD27"
"Cd200r4","CD200R1L"
"Cd200r4","CD200R1"
"Uqcr11","UQCR11"
"Uqcr11","AC005943.1"
"Impdh2","IMPDH2"
"Rgs7bp","RGS7BP"
"Psmb3","PSMB3"
"Mras","MRAS"
"Stam2","STAM2"
"1700067K01Rik","C19orf67"
"Telo2","TELO2"
"Cdc14a","CDC14A"
"Txlng","TXLNG"
"Cpxm2","CPXM2"
"Gm9507","KRTAP4-5"
"Gm9507","KRTAP9-1"
"Gm9507","KRTAP10-6"
"Gm9507","KRTAP10-4"
"Gm9507","KRTAP10-11"
"Senp2","SENP2"
"Rnf215","RNF215"
"Dbndd2","DBNDD2"
"Olfr295","OR14C36"
"Kirrel3","KIRREL3"
"Rbpms2","RBPMS2"
"Alkbh8","ALKBH8"
"Olfr308","OR6F1"
"Sfpq","SFPQ"
"Lyrm9","LYRM9"
"Lyrm9","AC005697.1"
"Plek","PLEK"
"Enam","ENAM"
"Ppp2r1a","PPP2R1A"
"Borcs8","BORCS8-MEF2B"
"Borcs8","BORCS8"
"Slc14a2","SLC14A2"
"Ighv1-74","IGHV1OR15-9"
"Tldc2","TLDC2"
"Itga2b","ITGA2B"
"Deptor","DEPTOR"
"Herpud1","HERPUD1"
"Dedd2","DEDD2"
"Calhm2","CALHM2"
"Ctso","CTSO"
"Scaf8","SCAF8"
"Pdlim1","PDLIM1"
"Fbxo5","FBXO5"
"Acbd4","ACBD4"
"Ncam1","NCAM1"
"Lmo4","LMO4"
"Kif26b","KIF26B"
"Acot1","ACOT1"
"Acot1","ACOT2"
"Eif3i","EIF3I"
"Loxl2","LOXL2"
"Efcab2","EFCAB2"
"AU015836","CHCHD4"
"Htr2a","HTR2A"
"Kcnc2","KCNC2"
"Muc4","MUC4"
"Actg1","ACTG1"
"Ttll12","TTLL12"
"Olfr1357","OR1I1"
"F2","F2"
"Cdh11","CDH11"
"Cdk5r2","CDK5R2"
"Olfr173","OR5K1"
"Olfr173","OR5K2"
"Stoml1","STOML1"
"Slc20a2","SLC20A2"
"Olfr926","OR8D2"
"Cenpl","CENPL"
"Klk1b21","KLK1"
"Klk1b21","KLK3"
"Klk1b21","KLK2"
"Defa32","DEFA6"
"Defa32","DEFA4"
"Defa32","DEFA1"
"Defa32","DEFA1B"
"Defa32","DEFA3"
"Defa32","DEFA5"
"Trim58","TRIM58"
"Miga1","MIGA1"
"Pfdn4","PFDN4"
"Olfr1274","OR4X2"
"Pglyrp4","PGLYRP4"
"Amigo1","AMIGO1"
"Gsg1l","GSG1L"
"Pcdhb3","PCDHB3"
"Dars2","DARS2"
"Cdk8","CDK8"
"Cdk10","CDK10"
"Rnf6","RNF6"
"Trav6-6","TRAV9-2"
"Pcdhb5","PCDHB4"
"Krtcap2","KRTCAP2"
"Etnppl","ETNPPL"
"Celf4","CELF4"
"Anapc5","ANAPC5"
"Nfkbiz","NFKBIZ"
"Lrwd1","LRWD1"
"Rps14","RPS14"
"Gm3854","ZNF582"
"Sgca","SGCA"
"Sfxn3","SFXN3"
"Rnf41","RNF41"
"Bcl11a","BCL11A"
"Olfr821","OR6C74"
"Adrb2","ADRB2"
"2310057N15Rik","KRTAP13-3"
"Chrd","CHRD"
"Asap3","ASAP3"
"Selenot","SELENOT"
"Eif4g2","EIF4G2"
"Serpinb1c","SERPINB1"
"Gjd3","GJD3"
"Ipo13","IPO13"
"Cfdp1","CFDP1"
"Itsn2","ITSN2"
"Cdh19","CDH19"
"Usp37","USP37"
"Efna1","EFNA1"
"Cep135","CEP135"
"Mpp2","MPP2"
"Tulp1","TULP1"
"Tcaf1","TCAF1"
"Calhm5","CALHM5"
"Zbtb43","ZBTB43"
"Efcab9","EFCAB9"
"Mif4gd","MIF4GD"
"Ndufaf2","NDUFAF2"
"Stip1","STIP1"
"Olfr720","OR2T6"
"Pou4f3","POU4F3"
"Trmt10b","TRMT10B"
"Arpc3","ARPC3"
"Prss37","PRSS37"
"Zfp750","ZNF750"
"Fam122c","FAM122C"
"Zmym4","ZMYM4"
"Gpn3","GPN3"
"H1f7","H1-7"
"Plbd2","PLBD2"
"Ipcef1","IPCEF1"
"AA467197","C15orf48"
"Nucb2","NUCB2"
"Sox12","SOX12"
"Mrtfa","MRTFA"
"Cep85l","CEP85L"
"Phyhipl","PHYHIPL"
"Pcdhb13","PCDHB6"
"Trim66","TRIM66"
"Hcfc2","HCFC2"
"Rtl8a","RTL8B"
"Rtl8a","RTL8C"
"Rtl8a","RTL8A"
"Rtl8b","RTL8B"
"Rtl8b","RTL8C"
"Rtl8b","RTL8A"
"Hectd2","HECTD2"
"Endog","ENDOG"
"Cntn5","CNTN5"
"Bicc1","BICC1"
"Hcn2","HCN2"
"Tifab","TIFAB"
"Dpy19l3","DPY19L3"
"Pdcd5","PDCD5"
"Ppt2","PPT2"
"Tcte1","TCTE1"
"Ccdc192","CCDC192"
"Tbc1d10a","TBC1D10A"
"Mtmr7","MTMR7"
"Elp3","ELP3"
"Tnxb","TNXB"
"Zbp1","ZBP1"
"Rab3d","RAB3D"
"Nusap1","AC087721.2"
"Nusap1","NUSAP1"
"Gpc5","GPC5"
"Pan2","PAN2"
"2510039O18Rik","KIAA2013"
"Tomm20","TOMM20"
"Grb14","GRB14"
"Rpusd3","RPUSD3"
"Cyba","CYBA"
"Pigk","PIGK"
"C4b","C4A"
"Gm5640","AC236972.4"
"Rap2a","RAP2A"
"Mepce","MEPCE"
