"MouseGeneName","HumanGeneName"
"Nectin1","NECTIN1"
"Narf","NARF"
"P4ha3","P4HA3"
"Tmem45b","TMEM45B"
"Fam173a","ANTKMT"
"Myt1l","MYT1L"
"L3hypdh","L3HYPDH"
"Olfr592","OR52J3"
"Cep72","CEP72"
"Nfyc","NFYC"
"Armh2","ARMH2"
"Fcrl6","FCRL6"
"Tchh","TCHH"
"Olfr1047","OR8K3"
"Cdc42","CDC42"
"Gja6","GJA1"
"Olfr172","OR5K2"
"Calhm2","CALHM2"
"Cd22","CD22"
"Zfp454","ZNF454"
"Cacna1b","CACNA1B"
"Izumo1r","IZUMO1R"
"Pcgf5","PCGF5"
"Ficd","FICD"
"Zmynd10","ZMYND10"
"Thbs2","THBS2"
"Elp1","ELP1"
"Lcn9","LCN9"
"Il12a","IL12A"
"Tchhl1","TCHHL1"
"Disp2","DISP2"
"Ccl4","CCL4"
"Mageb4","MAGEB2"
"Ovch2","OVCH2"
"Irx2","IRX2"
"Ceacam1","PSG3"
"Ceacam1","PSG8"
"Ceacam1","PSG1"
"Ceacam1","PSG5"
"Ceacam1","PSG11"
"Ceacam1","PSG6"
"Ceacam1","PSG4"
"Ceacam1","PSG2"
"Ceacam1","PSG9"
"Ceacam1","CEACAM4"
"Ceacam1","CEACAM7"
"Ceacam1","CEACAM6"
"Ceacam1","AC243967.1"
"Ceacam1","CEACAM5"
"Ceacam1","CEACAM3"
"Suox","SUOX"
"Zfp114","ZNF233"
"Hpdl","HPDL"
"Il9r","IL9R"
"H1f5","H1-5"
"Trim29","TRIM29"
"Pcdh12","PCDH12"
"Scn2a","SCN2A"
"Lce1e","LCE5A"
"Lce1e","LCE2D"
"Lce1e","LCE2C"
"Lce1e","LCE2B"
"Lce1e","LCE2A"
"C2cd4d","C2CD4D"
"Ar","AR"
"Blk","BLK"
"Ankrd31","ANKRD31"
"Rpap1","RPAP1"
"Shmt1","SHMT1"
"Smarca4","SMARCA4"
"Tigd2","TIGD2"
"Gm3550","RPL29"
"Tppp","TPPP"
"Rftn2","RFTN2"
"Tle1","TLE1"
"Pgghg","PGGHG"
"Foxp2","FOXP2"
"Olfr483","OR5P2"
"Trav14d-3-dv8","TRAV23DV6"
"Arl5b","ARL5B"
"Gpr83","GPR83"
"Zcchc13","ZCCHC13"
"Aldh3a2","ALDH3A2"
"Abce1","ABCE1"
"Hsh2d","HSH2D"
"Timm9","TIMM9"
"Ap1s1","AP1S1"
"G2e3","G2E3"
"Dusp22","DUSP22"
"Ngf","NGF"
"Lingo4","LINGO4"
"Foxc1","FOXC1"
"Olfm1","OLFM1"
"Heph","HEPH"
"N4bp2","N4BP2"
"Plcb2","PLCB2"
"Abi2","ABI2"
"Trav6n-6","TRAV9-2"
"Sytl3","SYTL3"
"Klrg2","KLRG2"
"Cstf2t","CSTF2T"
"Guca1b","GUCA1B"
"Tectb","TECTB"
"Olfm2","OLFM2"
"Hs3st6","HS3ST6"
"Tln1","TLN1"
"Bnc2","BNC2"
"Tat","TAT"
"Dnajc25","DNAJC25"
"Trav9n-4","TRAV8-1"
"Trav9n-4","TRAV8-3"
"Ngfr","NGFR"
"Tfap2e","TFAP2E"
"Mrpl50","MRPL50"
"Smim27","SMIM27"
"Adprm","ADPRM"
"Mrpl33","MRPL33"
"Ighv3-4","AC135068.2"
"Ighv3-4","IGHV4OR15-8"
"B830017H08Rik","AC023490.7"
"B830017H08Rik","AC000095.3"
"Lin9","LIN9"
"Kctd3","KCTD3"
"Cdkn1b","CDKN1B"
"Hhipl2","HHIPL2"
"Gnl3l","GNL3L"
"Tnc","TNC"
"Trav7n-4","TRAV12-1"
"Trav7n-4","TRAV12-2"
"Trav7n-4","TRAV12-3"
"1700094D03Rik","C1orf189"
"Prkar1a","PRKAR1A"
"Pif1","PIF1"
"3830406C13Rik","C3orf14"
"Ephb2","EPHB2"
"3110009E18Rik","C2orf76"
"Tmed8","TMED8"
"Tmem184c","TMEM184C"
"Cytip","CYTIP"
"Edil3","EDIL3"
"Qpct","QPCT"
"Jund","JUND"
"Cdkl3","CDKL3"
"Gapt","GAPT"
"Gle1","GLE1"
"Mcf2l","MCF2L"
"Chac2","CHAC2"
"Ccdc149","CCDC149"
"Npc1l1","NPC1L1"
"Man1a","MAN1A1"
"Muc1","MUC1"
"Tbx1","TBX1"
"Ric3","RIC3"
"Trim15","TRIM15"
"Olfr514","OR10A6"
"Olfr514","OR10A3"
"Utp23","UTP23"
"Crisp2","CRISP2"
"Lef1","LEF1"
"Gmps","GMPS"
"Ppargc1a","PPARGC1A"
"Med11","MED11"
"Siah2","SIAH2"
"Apob","APOB"
"Fgf22","FGF22"
"Tmem231","TMEM231"
"Prl2c3","PRL"
"Zcchc3","ZCCHC3"
"Serpinb3b","SERPINB4"
"Serpinb3b","SERPINB3"
"F7","F7"
"Ube2i","UBE2I"
"Cox19","COX19"
"Neurog2","NEUROG2"
"Rufy3","RUFY3"
"Nrep","NREP"
"Mmgt1","MMGT1"
"Ajap1","AJAP1"
"Zfp105","ZNF35"
"Zfp457","ZNF682"
"Zfp457","ZNF85"
"Zfp457","ZNF727"
"Zfp457","ZNF736"
"Olfr704","OR2AG2"
"Olfr704","OR2AG1"
"Acad10","ACAD10"
"Slc33a1","SLC33A1"
"Slc33a1","AC104472.3"
"Pdcd11","PDCD11"
"Eif3h","EIF3H"
"Nphs1","NPHS1"
"Frrs1l","FRRS1L"
"Sostdc1","SOSTDC1"
"C1s2","C1S"
"Sdr39u1","SDR39U1"
"Olfr722","OR4N5"
"Creb1","CREB1"
"Gm4305","ALYREF"
"Pard6b","PARD6B"
"Gcm1","GCM1"
"Hilpda","HILPDA"
"Meox2","MEOX2"
"Tbx4","TBX4"
"Epb41l2","EPB41L2"
"Rpgrip1","RPGRIP1"
"Eef1a2","EEF1A2"
"Prrt1","PRRT1"
"Foxo3","FOXO3"
"Tipin","TIPIN"
"Trim6","TRIM6"
"Maml1","MAML1"
"Clec11a","CLEC11A"
"Gdpd4","GDPD4"
"4930539E08Rik","BNIP5"
"Tedc1","TEDC1"
"Cdc45","CDC45"
"Phc2","PHC2"
"Snx27","SNX27"
"Gpt2","GPT2"
"Slc27a3","SLC27A3"
"Ifna2","IFNA21"
"Ifna2","IFNA4"
"Ifna2","IFNA14"
"Ifna2","IFNA10"
"Ifna2","IFNA16"
"Ifna2","IFNA17"
"Ifna2","IFNA7"
"Ifna2","IFNA5"
"Ifna2","IFNA6"
"Ifna2","IFNA13"
"Ifna2","IFNA2"
"Ifna2","IFNA8"
"Ifna2","IFNA1"
"Olfr487","OR5P2"
"Nr1h3","NR1H3"
"Sgf29","SGF29"
"Lrrn4","LRRN4"
"Rab1a","RAB1A"
"Arhgap11a","ARHGAP11A"
"Arhgap11a","ARHGAP11B"
"Upf1","UPF1"
"Fam8a1","FAM8A1"
"Trav9-1","TRAV8-1"
"Trav9-1","TRAV8-3"
"Lpar1","LPAR1"
"Ifi27l2a","IFI27L2"
"Zdhhc23","ZDHHC23"
"Aimp1","AIMP1"
"Lix1l","LIX1L"
"E2f6","E2F6"
"Jakmip1","AC092442.1"
"1110032F04Rik","C3orf80"
"Ifna5","IFNA21"
"Ifna5","IFNA4"
"Ifna5","IFNA14"
"Ifna5","IFNA10"
"Ifna5","IFNA16"
"Ifna5","IFNA17"
"Ifna5","IFNA7"
"Ifna5","IFNA5"
"Ifna5","IFNA6"
"Ifna5","IFNA13"
"Ifna5","IFNA2"
"Ifna5","IFNA8"
"Ifna5","IFNA1"
"Stoml3","STOML3"
"Fam91a1","FAM91A1"
"En2","EN2"
"Hmces","HMCES"
"Focad","FOCAD"
"Necab1","NECAB1"
"Cct8","CCT8"
"Tfip11","TFIP11"
"Fkbp15","FKBP15"
"Ints3","INTS3"
"Alpk3","ALPK3"
"H2bc13","H2BC13"
"Npdc1","NPDC1"
"Ptprk","PTPRK"
"Kmt2a","KMT2A"
"Npnt","NPNT"
"Ptprg","PTPRG"
"Cyp2a12","CYP2A13"
"Mark1","MARK1"
"Ccdc186","CCDC186"
"Gm13306","CCL27"
"Synpo2l","SYNPO2L"
"Eva1c","EVA1C"
"Antxr1","ANTXR1"
"Capsl","CAPSL"
"Tiparp","TIPARP"
"Fscn1","FSCN1"
"Ankle2","ANKLE2"
"Nxph1","NXPH1"
"Taf12","TAF12"
"Spata13","SPATA13"
"Spata13","AL359736.1"
"Gm5698","ALYREF"
"Tcf4","TCF4"
"Tmem246","PGAP4"
"AK157302","ISCA1"
"Olfr231","OR6K6"
"Nr2e3","NR2E3"
"Plekhm3","PLEKHM3"
"Olfr452","OR2F2"
"Olfr452","OR2F1"
"Ikzf4","IKZF4"
"Tmem29","FAM156B"
"Tmem29","FAM156A"
"Mga","MGA"
"Abcd3","ABCD3"
"Cryab","CRYAB"
"Vash2","VASH2"
"Pank4","PANK4"
"Nupl1","NUP58"
"Brinp3","BRINP3"
"Mip","MIP"
"Dock4","DOCK4"
"Hmx1","HMX1"
"Slc26a3","SLC26A3"
"Lmtk2","LMTK2"
"Pdc","PDC"
"Olfr1014","OR9G1"
"Krt17","KRT17"
"Ireb2","IREB2"
"Satb2","SATB2"
"Ctbs","CTBS"
"Gmds","GMDS"
"Gm10053","CYCS"
"Dcaf15","DCAF15"
"Dsg1b","DSG1"
"Art1","ART1"
"Eci2","ECI2"
"Prkaca","PRKACA"
"Olfr1006","OR9G4"
"Casp9","CASP9"
"Rps14","RPS14"
"Gm50387","ZNRD2"
"Ppp2r2c","PPP2R2C"
"Hmgxb4","HMGXB4"
"Lpcat4","LPCAT4"
"Gng10","GNG10"
"Trav18","TRAV27"
"Osbpl9","OSBPL9"
"Aass","AASS"
"Kalrn","KALRN"
"Deup1","DEUP1"
"Olfr1087","OR8K3"
"Acat2","ACAT2"
"Ptar1","PTAR1"
"Mink1","MINK1"
"Dcbld2","DCBLD2"
"Ubap1l","UBAP1L"
"Ddn","DDN"
"Ankef1","ANKEF1"
"Mrpl40","MRPL40"
"Snrpb2","SNRPB2"
"Trrap","TRRAP"
"Olfr1044","OR8U1"
"Itih3","ITIH3"
"Pglyrp1","PGLYRP1"
"Dnajc21","DNAJC21"
"Bicd1","BICD1"
"Polr2d","POLR2D"
"Flt1","FLT1"
"Cphx2","CPHXL"
"Cphx2","AC025287.4"
"Cst8","CST8"
"Asphd2","ASPHD2"
"Enthd1","ENTHD1"
"Fbxo25","FBXO25"
"Siglec1","SIGLEC1"
"Zfp30","ZFP30"
"Trav3n-3","TRAV5"
"Ier2","IER2"
"Zfyve27","ZFYVE27"
"Sftpc","SFTPC"
"Olfr556","OR52I2"
"Olfr556","OR52I1"
"Cdkn2b","CDKN2B"
"Mylk","MYLK"
"Ak3","AK3"
"Pola2","AP000944.5"
"Pola2","POLA2"
"Klhdc2","KLHDC2"
"Wdr70","WDR70"
"Map2k2","AC011005.1"
"Map2k2","MAP2K2"
"Dock11","DOCK11"
"Gusb","GUSB"
"Neurod6","NEUROD6"
"Slc27a2","SLC27A2"
"Dkk2","DKK2"
"Olfr173","OR5K2"
"Foxn4","FOXN4"
"Ankrd9","ANKRD9"
"Usp40","USP40"
"9930012K11Rik","AC037459.1"
"9930012K11Rik","C8orf58"
"Ly86","LY86"
"Slc25a34","SLC25A34"
"Gm42669","BTBD8"
"Flt3l","FLT3LG"
"Mvd","MVD"
"Slc22a19","SLC22A9"
"Rps11","RPS11"
"Exosc2","EXOSC2"
"Vstm2l","VSTM2L"
"Olfr71","OR13J1"
"Coro6","CORO6"
"Grifin","GRIFIN"
"Gtf2f2","GTF2F2"
"Hgf","HGF"
"Zmym5","ZMYM5"
"Lrrc18","LRRC18"
"Prl","PRL"
"4931428L18Rik","ALYREF"
"Cops8","COPS8"
"Grb14","GRB14"
"Pih1d2","PIH1D2"
"Ndufc2","NDUFC2-KCTD14"
"Ndufc2","NDUFC2"
"Ankdd1a","ANKDD1A"
"Ndufs3","NDUFS3"
"Fam228a","FAM228A"
"Gucd1","GUCD1"
"Slc22a17","SLC22A17"
"Rsph9","RSPH9"
"Sftpd","SFTPD"
"Trav6n-7","TRAV9-2"
"Hoxa13","HOXA13"
"Fbp1","FBP1"
"Sdf4","SDF4"
"Ltbp1","LTBP1"
"Map2k1","MAP2K1"
"Mfsd2a","MFSD2A"
"F11","F11"
"Igfl3","IGFL4"
"Ptgr1","PTGR1"
"Gnmt","GNMT"
"Pvrig","PVRIG"
"Pdyn","PDYN"
"Fbxw10","AC005324.3"
"Fbxw10","CDRT1"
"Olfr434","OR2A1"
"Olfr434","OR2A42"
"Lrch1","LRCH1"
"Hs3st1","HS3ST1"
"Tspo2","TSPO2"
"Gpr151","GPR151"
"Gpr157","GPR157"
"Arrb2","ARRB2"
"Thap2","AC073612.1"
"Ppia","PPIAL4A"
"Ppia","PPIAL4H"
"Ppia","PPIAL4E"
"Sult1c2","SULT1C2"
"Ifitm6","IFITM2"
"Ifitm6","IFITM1"
"Ifitm6","IFITM3"
"Palmd","PALMD"
"Glra2","GLRA2"
"AI429214","C8orf48"
"Tulp4","TULP4"
"Efcab12","EFCAB12"
"Adam2","ADAM2"
"Pi4k2a","PI4K2A"
"Hibadh","HIBADH"
"Ophn1","OPHN1"
"Olfr1564","OR10H2"
"Olfr1564","AC114267.1"
"Olfr1564","OR10H5"
"Alox15","ALOX15"
"Dcbld1","DCBLD1"
"Sirt3","SIRT3"
"Phkg2","PHKG2"
"Armc10","ARMC10"
"Rad21","RAD21"
"Svopl","SVOPL"
"Stag3","STAG3"
"Pamr1","PAMR1"
"Usp31","USP31"
"Cyp2a4","CYP2A13"
"Fam81b","FAM81B"
"Chat","CHAT"
"Dsc3","DSC3"
"Trav7d-5","TRAV12-1"
"Trav7d-5","TRAV12-2"
"Trav7d-5","TRAV12-3"
"F10","F10"
"Ccdc124","CCDC124"
"Phldb1","PHLDB1"
"Syngr1","SYNGR1"
"Mylk3","MYLK3"
"Dclre1b","DCLRE1B"
"Ccdc154","CCDC154"
"Dbp","DBP"
"Fabp2","FABP2"
"Inip","INIP"
"H2-Oa","HLA-DOA"
"Slc22a2","SLC22A2"
"Slc13a1","SLC13A1"
"Map4k2","MAP4K2"
"Cox6b1","COX6B1"
"Dstn","DSTN"
"Actr8","ACTR8"
"Nt5c3","NT5C3A"
"Mindy4b-ps","MINDY4B"
"Creb3l3","CREB3L3"
"Tmc5","TMC5"
"Myorg","MYORG"
"Tnfrsf19","TNFRSF19"
"Tmem108","TMEM108"
"Slc35a4","SLC35A4"
"Tnfsf8","TNFSF8"
"Prl2c5","PRL"
"Cyb561d2","CYB561D2"
"Msantd3","MSANTD3"
"Cmtm1","CMTM1"
"Cmtm1","CKLF-CMTM1"
"Tle3","TLE3"
"Stim1","STIM1"
"Dio1","DIO1"
"Cdadc1","CDADC1"
"Gsdmc3","GSDMC"
"Ndufaf7","NDUFAF7"
"Ascl4","ASCL4"
"Fam20a","FAM20A"
"Tnfaip8l2","TNFAIP8L2"
"Cyp2s1","CYP2S1"
"Mettl4","METTL4"
"Trav6d-6","TRAV9-2"
"1700042G07Rik","P3R3URF"
"Cpd","CPD"
"Pcdhgb5","PCDHGB5"
"S1pr4","S1PR4"
"Actr3b","ACTR3B"
"Apobec3","APOBEC3H"
"Htatip2","HTATIP2"
"Htra1","HTRA1"
"Chchd5","CHCHD5"
"Tpmt","TPMT"
"Atp8a2","ATP8A2"
"Cdkal1","CDKAL1"
"Cdk19","CDK19"
"Nlrp14","NLRP14"
"Psg29","PSG3"
"Psg29","PSG8"
"Psg29","PSG1"
"Psg29","PSG5"
"Psg29","PSG11"
"Psg29","PSG6"
"Psg29","PSG4"
"Psg29","PSG2"
"Psg29","PSG9"
"Psg29","CEACAM4"
"Psg29","CEACAM7"
"Psg29","CEACAM6"
"Psg29","AC243967.1"
"Psg29","CEACAM5"
"Psg29","CEACAM3"
"Ifnab","IFNA21"
"Ifnab","IFNA4"
"Ifnab","IFNA14"
"Ifnab","IFNA10"
"Ifnab","IFNA16"
"Ifnab","IFNA17"
"Ifnab","IFNA7"
"Ifnab","IFNA5"
"Ifnab","IFNA6"
"Ifnab","IFNA13"
"Ifnab","IFNA2"
"Ifnab","IFNA8"
"Ifnab","IFNA1"
"Dck","DCK"
"Olfr460","OR9A4"
"1110038F14Rik","C8orf33"
"Clns1a","CLNS1A"
"Ldah","LDAH"
"Gclc","GCLC"
"Edrf1","EDRF1"
"Usp35","USP35"
"Luzp1","LUZP1"
"Med6","MED6"
"Uprt","UPRT"
"Abcb5","ABCB5"
"Hnrnpa0","HNRNPA0"
"Gm5065","LGALSL"
"Adipor1","ADIPOR1"
"Nars2","NARS2"
"Sucla2","SUCLA2"
"Hapln3","HAPLN3"
"Rbm42","RBM42"
"Kcnc4","KCNC4"
"Arhgap33","ARHGAP33"
"Fem1c","FEM1C"
"Rpl11","RPL11"
"Cep85l","CEP85L"
"Cd209a","CD209"
"Hdhd2","HDHD2"
"Olfr1508","OR4E1"
"Dand5","DAND5"
"Atxn2","ATXN2"
"Pnrc2","PNRC2"
"Tprkb","TPRKB"
"Zc3h6","ZC3H6"
"Tnk1","TNK1"
"Prx","PRX"
"Slc25a35","SLC25A35"
"Pcdhgb1","PCDHGB1"
"Oxtr","OXTR"
"Luc7l2","LUC7L2"
"Luc7l2","FMC1-LUC7L2"
"Rab42","RAB42"
"Rad1","RAD1"
"Panx1","PANX1"
"Gm4312","ALYREF"
"Klhdc4","KLHDC4"
"Oaz3","OAZ3"
"Nedd4l","NEDD4L"
"Hnrnpul2","HNRNPUL2"
"Hnrnpul2","HNRNPUL2-BSCL2"
"Inha","INHA"
"Plcb1","PLCB1"
"Fgf17","FGF17"
"Strn","STRN"
"Bcl6b","BCL6B"
"Olfr446","OR2A12"
"Gzmn","GZMH"
"Cyp2r1","CYP2R1"
"Mrgpra9","MRGPRX1"
"Mrgpra9","MRGPRX2"
"Oaf","OAF"
"Nat10","NAT10"
"Naa20","NAA20"
"Pcdh15","PCDH15"
"Rnf152","RNF152"
"Rorb","RORB"
"Ccl20","CCL20"
"Mamdc2","MAMDC2"
"Tdrd12","TDRD12"
"Nat8f6","NAT8"
"Nat8f6","NAT8B"
"Gjb3","GJB3"
"Shisa6","SHISA6"
"Clec14a","CLEC14A"
"Igkv2-112","IGKV2-30"
"Igkv2-112","IGKV2D-30"
"Slc9a6","SLC9A6"
"Olfml3","OLFML3"
"Fahd1","FAHD1"
"Dennd4b","DENND4B"
"Grm6","GRM6"
"Sdcbp2","SDCBP2"
"Actn4","ACTN4"
"Ncr1","NCR1"
"Ube2ql1","UBE2QL1"
"Osbpl3","OSBPL3"
"Mpi","MPI"
"Epha1","EPHA1"
"Angptl4","ANGPTL4"
"Ino80c","INO80C"
"Trbv14","TRBV11-1"
"Trbv14","TRBV11-3"
"Sec31b","SEC31B"
"Tcl1b2","TCL1B"
"Tcp10a","TCP10L"
"Adam23","ADAM23"
"Tra2a","TRA2A"
"Cd274","CD274"
"Wwox","WWOX"
"Smg6","SMG6"
"Zfp607b","ZNF780A"
"Zfyve21","ZFYVE21"
"Acer3","ACER3"
"Mbd2","MBD2"
"Ttc26","TTC26"
"Cdkn3","CDKN3"
"Togaram2","TOGARAM2"
"Ppp1ca","PPP1CA"
"Senp6","SENP6"
"Spata21","SPATA21"
"Map3k11","MAP3K11"
"Hrh1","HRH1"
"Sgsh","SGSH"
"E130311K13Rik","C3orf33"
"Phactr4","PHACTR4"
"Gm49387","HACL1"
"Zfand1","ZFAND1"
"Rgs13","RGS13"
"Zbtb40","ZBTB40"
"Olfr1446","OR5B3"
"Cep295nl","CEP295NL"
"Ano2","ANO2"
"1110012L19Rik","CXorf40B"
"Tmem80","TMEM80"
"Sorcs2","SORCS2"
"AI661453","C6orf132"
"St3gal6","ST3GAL6"
"Ugt1a10","UGT1A8"
"Ugt1a10","UGT1A7"
"Ugt1a10","UGT1A10"
"Ugt1a10","UGT1A9"
"Kcnn3","KCNN3"
"Ttc5","TTC5"
"Fra10ac1","FRA10AC1"
"Fxyd3","AC020907.6"
"Fxyd3","FXYD3"
"Arfgef1","ARFGEF1"
"Mettl18","METTL18"
"Olfr667","OR52N2"
"Cass4","CASS4"
"Gpr89","GPR89B"
"Gpr89","GPR89A"
"Tas2r108","TAS2R4"
"Olfr125","OR14J1"
"Psmb2","PSMB2"
"Themis","THEMIS"
"Rasl12","RASL12"
"Atp13a3","ATP13A3"
"Med18","MED18"
"Ltbr","LTBR"
"Olfr749","OR11H4"
"Vsir","VSIR"
"Irf4","IRF4"
"Gm6619","LPA"
"Map3k6","MAP3K6"
"Ptpru","PTPRU"
"Socs1","SOCS1"
"Angel2","ANGEL2"
"Trmt6","TRMT6"
"Haus5","HAUS5"
"Cox5b","COX5B"
"Htr3a","HTR3A"
"Tcl1b1","TCL1B"
"Ankrd35","ANKRD35"
"Rnase6","RNASE6"
"Pde4dip","PDE4DIP"
"Pspc1","PSPC1"
"Asl","ASL"
"Asl","AC068533.4"
"Brox","BROX"
"Erbb3","ERBB3"
"Kbtbd6","KBTBD6"
"Kbtbd6","KBTBD7"
"Tub","TUB"
"Col23a1","COL23A1"
"Ndufv3","NDUFV3"
"Col4a3bp","CERT1"
"Gadd45gip1","GADD45GIP1"
"Eef2","EEF2"
"Lrfn2","LRFN2"
"Tyms","TYMS"
"Fbxw25","FBXW12"
"Sirpa","AL049634.2"
"Sirpa","SIRPB1"
"Sirpa","SIRPG"
"Sirpa","SIRPA"
"Mrap2","MRAP2"
"Meaf6","MEAF6"
"Ky","KY"
"Ubald1","UBALD1"
"Zbtb32","ZBTB32"
"Bend5","BEND5"
"Plekho2","PLEKHO2"
"Plekho2","AC069368.1"
"Crcp","CRCP"
"Rnase4","RNASE4"
"Rsph14","RSPH14"
"Thrsp","THRSP"
"Trbv13-1","TRBV10-1"
"Trbv13-1","TRBV10-2"
"Trbv13-1","TRBV10-3"
"Olfr1099","OR8H1"
"Kel","KEL"
"Rps6kc1","RPS6KC1"
"Gm21312","ALYREF"
"Esam","ESAM"
"Gpr3","GPR3"
"Cfl1","CFL1"
"Gpr174","GPR174"
"Rab36","RAB36"
"Rab5b","RAB5B"
"Igkv5-43","IGKV6-21"
"Igkv5-43","IGKV6D-21"
"Igkv5-43","IGKV6D-41"
"Dnajc1","DNAJC1"
"Trav14-1","TRAV23DV6"
"Rgcc","RGCC"
"Lifr","LIFR"
"Clic6","CLIC6"
"Pcgf6","PCGF6"
"C530008M17Rik","CRACD"
"Ugcg","UGCG"
"Psenen","AD000671.1"
"Psenen","PSENEN"
"Ccna1","CCNA1"
"Nop10","NOP10"
"Kpna6","KPNA6"
"Gpx2","GPX2"
"Fam76a","FAM76A"
"Pgbd1","PGBD1"
"Slc5a10","SLC5A10"
"Tmem62","TMEM62"
"Epb41l1","EPB41L1"
"Rasgrp3","RASGRP3"
"Gm43191","AC118553.2"
"Mab21l3","MAB21L3"
"Epp13","EDDM13"
"Pcdhgb7","PCDHGB7"
"Cdk5r1","CDK5R1"
"Gal3st3","GAL3ST3"
"Sipa1","SIPA1"
"Cadps2","CADPS2"
"Wwc2","WWC2"
"Irs4","IRS4"
"Serf2","SERF2"
"Syt10","SYT10"
"Zap70","ZAP70"
"Utp3","UTP3"
"Kif11","KIF11"
"Umps","UMPS"
"Mtmr14","MTMR14"
"Bcl2a1c","BCL2A1"
"Agfg1","AGFG1"
"Smtnl2","SMTNL2"
"Acadl","ACADL"
"Iqschfp","SCHIP1"
"Iqschfp","IQCJ-SCHIP1"
"Vgll4","VGLL4"
"Pla2g6","PLA2G6"
"Echdc2","ECHDC2"
"Kcnn1","KCNN1"
"Gm38431","RAVER1"
"Gm38431","AC011511.4"
"Ppp3r2","PPP3R2"
"AL731706.1","AL034430.1"
"Ttbk1","TTBK1"
"Mthfs","MTHFS"
"Mthfs","ST20-MTHFS"
"Nptxr","NPTXR"
"Fkbp3","FKBP3"
"Grik5","GRIK5"
"Gm20458","SYS1-DBNDD2"
"Tnfrsf14","TNFRSF14"
"Pcdhgb2","PCDHGB2"
"Aqp1","AQP1"
"Aqp1","AC004691.2"
"Filip1l","FILIP1L"
"Pcdhga3","PCDHGA3"
"Katnbl1","KATNBL1"
"Cela2a","CELA2B"
"Cela2a","CELA2A"
"Uqcrfs1","UQCRFS1"
"Cluap1","CLUAP1"
"Lrp10","LRP10"
"Pet117","PET117"
"Agr3","AGR3"
"Dpep3","DPEP3"
"Kat14","KAT14"
"Thsd1","THSD1"
"Tbx22","TBX22"
"Sct","SCT"
"Mchr1","MCHR1"
"Eno2","ENO2"
"Olfr1090","OR8K3"
"Plaat3","PLAAT3"
"Tmprss4","TMPRSS4"
"Ceacam2","PSG3"
"Ceacam2","PSG8"
"Ceacam2","PSG1"
"Ceacam2","PSG5"
"Ceacam2","PSG11"
"Ceacam2","PSG6"
"Ceacam2","PSG4"
"Ceacam2","PSG2"
"Ceacam2","PSG9"
"Ceacam2","CEACAM4"
"Ceacam2","CEACAM7"
"Ceacam2","CEACAM6"
"Ceacam2","AC243967.1"
"Ceacam2","CEACAM5"
"Ceacam2","CEACAM3"
"Mctp1","MCTP1"
"Dctd","DCTD"
"Taf7l2","TAF7L"
"Lrg1","LRG1"
"Dmrtb1","DMRTB1"
"Olfr1448","OR5B12"
"Spen","SPEN"
"Bub1b","BUB1B-PAK6"
"Styxl1","STYXL1"
"Kcnj9","KCNJ9"
"Fkbp11","FKBP11"
"Gpr37","GPR37"
"Sf3b3","SF3B3"
"Tle2","TLE2"
"Atp8b1","ATP8B1"
"Lrr1","LRR1"
"Bend4","BEND4"
"Olfr1057","OR8J1"
"Mettl2","METTL2B"
"Mettl2","METTL2A"
"Slc19a1","SLC19A1"
"Clic3","CLIC3"
"Ecpas","ECPAS"
"Isl2","ISL2"
"Parvg","PARVG"
"Prelid2","PRELID2"
"Fam193b","FAM193B"
"Dsg3","DSG3"
"Rbm8a","RBM8A"
"Selenov","SELENOV"
"Serpinh1","SERPINH1"
"Cwc15","CWC15"
"Tasor","TASOR"
"Ccz1","CCZ1"
"Pcnx","PCNX1"
"Itgax","ITGAX"
"Glyatl3","GLYATL3"
"Stag1","STAG1"
"Trim56","TRIM56"
"Kcnmb1","KCNMB1"
"Olfr1020","OR5AP2"
"Crb3","CRB3"
"Ccdc126","CCDC126"
"Clcnkb","CLCNKA"
"Olfr239","OR10H2"
"Olfr239","AC114267.1"
"Olfr239","OR10H5"
"Fam210a","FAM210A"
"Resf1","RESF1"
"Smap2","SMAP2"
"Fut1","FUT1"
"Trim26","TRIM26"
"Tcp1","TCP1"
"Olfr1303","OR4F29"
"Olfr1303","OR4F21"
"Olfr1303","OR4F16"
"Edf1","EDF1"
"Phf11d","PHF11"
"Fjx1","FJX1"
"Gnpda2","GNPDA2"
"Pkm","PKM"
"Tnfsf11","TNFSF11"
"Coro2a","CORO2A"
"Actc1","ACTC1"
"Adora2a","ADORA2A"
"Prkcb","PRKCB"
"Shc3","SHC3"
"Pigt","PIGT"
"Kcns2","KCNS2"
"Lgr4","LGR4"
"Slc25a14","SLC25A14"
"Engase","ENGASE"
"Plb1","PLB1"
"Yju2","YJU2"
"AC140267.1","AL022312.1"
"Fshb","FSHB"
"Olfr1082","OR8K3"
"Gskip","GSKIP"
"Polr1b","POLR1B"
"Cntd1","CNTD1"
"Tbx2","TBX2"
"Lta","LTA"
"Gm49601","SEPTIN5"
"Gm49601","AC000093.1"
"Ifi211","MNDA"
"Fdps","FDPS"
"Nav1","NAV1"
"Grap2","GRAP2"
"Nmu","NMU"
"Ccdc138","CCDC138"
"Lsm4","LSM4"
"Uqcr11","AC005943.1"
"Uqcr11","UQCR11"
"Cog6","COG6"
"Gabrb1","GABRB1"
"Sp8","SP8"
"Prps1l3","PRPS1"
"Wdr66","WDR66"
"Ajuba","AJUBA"
"Tmem72","TMEM72"
